LINK	STREET	ANODE	BNODE	LENGTH	type	lanes_ab	speed_ab	cap_ab	lanes_ba	speed_ba	cap_ba	use
446068		34738	12552	9.05671159672	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446069		64834	64846	57.9106029922	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446070		142707	142714	4.12011570476	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446071		142714	142710	70.9075749268	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446072		142711	142712	14.8755224459	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446073		142712	142713	15.491244219	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446074		142713	142714	10.2119045186	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446075		142714	142774	58.3432477745	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446076		142774	142715	74.7012707672	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446077		142716	142720	5.48181377878	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446078		142720	142719	45.8762998424	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446079		142720	142725	290.145977706	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446080		142725	142727	213.194637709	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446081		142730	142738	21.0354032604	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446082		142738	142731	58.4078121102	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446083		142731	142806	27.2245101758	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446084		142806	142801	55.9123201076	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446085		142801	142733	139.999584204	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446086		142733	143605	36.8748101963	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446087		143605	142744	211.007471507	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446088		142744	142734	48.3966155599	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446089		133994	133995	4.36400901308	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446090		133995	133999	14.9020570222	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446091		142737	142738	6.50760630082	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446092		142738	143612	31.1546641691	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446093		143612	142760	28.8657773409	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446094		142760	142748	41.6685817791	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446095		142733	142757	19.6781687867	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446096		142757	142741	9.04280198348	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446097		142741	142742	51.3484994775	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446098		142742	142743	46.1800840348	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446099		142744	142745	17.4252482277	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446100		134427	134567	5.07703498195	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446101		134567	134430	54.0378508862	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446102		37255	37246	75.7110751728	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446103		37246	37259	66.8757257974	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446104		130987	130989	43.2320404464	RAMP	1	37.2902423866	500	0	0.0	0	ANY
446105		130989	131147	126.657936902	RAMP	1	37.2902423866	500	0	0.0	0	ANY
446106		131147	43401	254.055839037	RAMP	1	37.2902423866	500	0	0.0	0	ANY
446107	Спортивная улица	15654	15681	172.234665748	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
446108	Спортивная улица	15681	736	19.8707581294	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
446109	Спортивная улица	736	737	71.7876548318	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
446110		121728	121729	2.07660507308	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446111		121730	121729	7.8621316523	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446112		121734	121735	1.84257736775	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446113		121731	121730	6.96371205879	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446114		121730	121735	9.50087628337	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446115		121724	121743	162.881946737	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446116		4935	14140	37.1473771295	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446117		14140	37507	358.083484103	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446118		121740	121734	72.6591557051	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446119		121734	121728	18.5594529173	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446120		121728	121723	59.7644733008	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446121		55108	55106	4.67681342159	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446122		55106	11798	30.3575510796	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446123	Русская улица	57405	980	54.1036047497	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446124	Русская улица	980	5891	256.686854467	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446125	Русская улица	5891	979	67.6417799037	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446126	Русская улица	979	59027	15.7642865777	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446127	Русская улица	59027	978	208.106009607	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446128	Русская улица	978	975	227.60183945	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446129	Русская улица	975	974	42.40022352	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446130		102504	102479	356.709003439	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446131		10278	102459	259.676979945	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446132		102459	102474	75.6288958456	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446133		102459	102475	51.6574969812	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446134		13854	13855	15.9015194414	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446135		13855	13862	19.9952228855	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446136		13856	13857	6.61491104362	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446137		13857	13858	24.1167458707	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446138		13858	13859	22.2970033603	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446139		13859	13860	52.9274201294	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446140		13859	13653	106.116101754	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446141		13854	13864	71.4470592272	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446142	Океанский проспект	5714	881	12.2299906838	MAJOR	2	37.2902423866	500	0	37.2902423866	500	ANY
446143		87210	87226	18.6728203968	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446144		87226	8613	73.4134496211	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446145		36730	50436	30.3443793264	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446146		50436	50416	55.6764956052	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446147		50416	36891	17.6726717163	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446148		36891	36752	64.1938192561	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446149		36752	50418	30.6725018813	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446150		91465	61458	107.036293002	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446151	улица Мордовцева	2627	75109	16.9537717851	LOCAL	1	37.2902423866	500	0	0.0	0	ANY
446152	улица Мордовцева	75109	96318	43.5651763035	LOCAL	1	37.2902423866	500	0	0.0	0	ANY
446153	улица Мордовцева	96318	121215	212.950440939	LOCAL	1	37.2902423866	500	0	0.0	0	ANY
446154		142892	142891	302.266082076	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446155		6066	5011	290.595484778	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446156		5011	6066	154.671940678	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446157		6066	2939	74.751920672	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446158	Луговая улица	887	112902	26.9977647716	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
446159	Новоивановская улица	22996	22998	48.3006056684	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
446160	Новоивановская улица	65637	22995	22.9881775477	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
446161	Новоивановская улица	22998	22983	93.888481861	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
446162		112891	112889	8.40089804545	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446163		112895	2292	21.4220206643	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446164		36957	112894	14.5217096198	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446165		22983	108468	7.39431890677	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446166		108468	112891	8.30384395192	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446167		112891	112886	56.9153790761	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446168		112894	108468	157.243271532	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446169	улица Шепеткова	887	22996	10.6001249471	MINOR	1	37.2902423866	500	0	37.2902423866	500	ANY
446170	улица Шепеткова	903	14344	23.3889392665	MINOR	1	37.2902423866	500	0	37.2902423866	500	ANY
446171	улица Шепеткова	14344	3104	11.8712127949	MINOR	1	37.2902423866	500	0	37.2902423866	500	ANY
446172	улица Шепеткова	3104	887	6.81350690351	MINOR	1	37.2902423866	500	0	37.2902423866	500	ANY
446173	проспект Красного Знамени	1196	89807	170.443526403	LOCAL	1	37.2902423866	500	0	0.0	0	ANY
446174	проспект Красного Знамени	89807	89806	170.687041804	LOCAL	1	37.2902423866	500	0	0.0	0	ANY
446175	1-я Круговая улица	13368	56141	137.981592218	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446176		143904	143874	117.386933399	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446177		91556	91560	209.701325382	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446178		91560	91577	438.565564178	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446179	Пионерская улица	35319	157007	90.8592143979	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446180	Пионерская улица	157007	35338	50.6833935257	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446181		65555	65556	12.4552072077	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446182		65553	65554	11.8697137466	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446183		135751	142865	3.93797945099	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446184		142865	135752	43.2046432203	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446185		133580	133564	46.5579662824	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446186		133574	133576	29.6876723479	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446187		133564	133566	70.5779158289	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446188		16775	16776	9.83903988692	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446189		16776	16787	109.373656409	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446190		22110	31628	85.0283453969	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446191		31628	31626	23.6379756607	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446192		31628	22107	104.065032314	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446193		22109	31630	79.23195922	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446194		31630	31627	22.7034770713	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446195		136500	136501	29.4965027509	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446196		136502	136503	40.9993322013	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446197		4923	13748	141.537600285	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446198		13748	13750	71.5917308905	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446199		13751	13752	8.17822826223	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446200		13759	13760	24.0243699975	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446201		13756	13759	56.4477233532	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446202		13755	13748	10.2755450683	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446203		13748	13756	17.9136348306	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446204		13752	13753	13.0801331318	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446205		13753	13755	32.7789635412	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446206		4935	121740	6.1661982735	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446207		121740	121731	90.053276535	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446208		121731	13804	90.6024413853	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446209		119391	119375	697.824744152	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446210		106426	119391	207.46379823	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446211		119391	119375	244.291207897	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446212		119375	119398	799.073776861	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446213		13817	13818	16.6823784391	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446214		13818	13819	29.1269778778	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446215		13819	12043	25.8027266	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446216		12039	13804	85.4476544944	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446217		61137	61144	20.0399089345	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446218		61144	61153	9.3187336554	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446219	Стрелковый переулок	61107	61117	27.5995405335	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446220	Стрелковый переулок	61116	61168	32.8662609104	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446221	Стрелковый переулок	61117	61137	46.3570139747	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446222	Стрелковый переулок	61137	61116	16.6080246682	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446223		61116	61126	49.919515388	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446224		22742	23510	12.0098048231	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446225		23510	22609	12.7128418782	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446226		22609	23509	16.0360133122	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446227		23512	23517	25.1636329204	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446228		23515	23516	23.4401374072	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446229		23515	23518	5.07966157145	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446230		23509	23512	25.4047463236	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446231		23509	68934	18.9928930609	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446232		68934	35639	307.673983348	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446233		35639	70413	77.3565991068	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446234		70413	14313	229.287990284	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446235		23516	23539	94.929772043	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446236		23539	23556	6.20978917564	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446237		23556	58364	38.5977788366	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446238		58364	23620	114.588021304	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446239		23620	23561	279.952375018	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446240		23561	23564	153.242969586	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446241		134437	134433	55.8256526932	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446242		22172	22171	11.8830344407	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446243		22171	22177	68.1043465926	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446244		12272	12273	36.4032777708	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446245	Уличная экспозиция Тихоокенского военного музея	72665	72665	95.3220080157	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446246		72675	72662	21.8316792388	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446247		57196	72667	8.29117355896	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446248		72648	72662	28.7827809771	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446249		72662	72668	23.4343145563	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446250		72667	72675	51.292066588	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446251		72675	72745	98.0565682341	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446252		72745	142778	127.612640706	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446253		142778	142779	82.8616981609	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446254		142779	142783	234.685976229	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446255		142783	142784	77.2316090907	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446256		142784	142786	65.7167022501	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446257		142786	143423	295.64413613	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446258		143423	56347	8.71823064904	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446259		120470	120472	3.05736145086	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446260		120472	120474	4.15647265074	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446261		120474	120475	24.3603554482	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446262		120475	120482	88.333526037	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446263		22156	65650	45.585568202	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446264	улица Шевченко	1685	1676	857.690159756	MAJOR	1	55.9353635799	500	0	55.9353635799	500	ANY
446265	улица Шевченко	1676	1674	283.373906524	MAJOR	1	55.9353635799	500	0	55.9353635799	500	ANY
446266	улица Шевченко	1674	1672	273.889264831	MAJOR	1	55.9353635799	500	0	55.9353635799	500	ANY
446267	улица Шевченко	1672	1671	20.9275896159	MAJOR	1	55.9353635799	500	0	55.9353635799	500	ANY
446268	улица Шевченко	1671	86636	243.133769113	MAJOR	1	55.9353635799	500	0	55.9353635799	500	ANY
446269	улица Шевченко	86636	62889	302.186487702	MAJOR	1	55.9353635799	500	0	55.9353635799	500	ANY
446270		22149	22156	233.308559019	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446271		22156	22162	226.940710455	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446272		22162	22209	171.387534788	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446273		22209	12272	11.340406375	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446274		12272	22171	84.5853309375	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446275		22145	22146	17.4123874328	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446276		22146	22147	11.1655194267	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446277		22147	22148	6.20046233047	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446278		22141	22206	89.4961362887	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446279	4-я Террасная улица	22141	21366	62.3059958062	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446280	4-я Террасная улица	21366	21372	70.3777160794	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446281		17648	17653	73.2165258822	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446282		17653	17655	67.8905037604	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446283		22137	22141	103.325531231	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446284	Аксаковская улица	1140	59971	7.70483397384	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446285	Аксаковская улица	59971	16990	11.3975423335	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446286	Аксаковская улица	16990	7700	31.6235229087	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446287	Аксаковская улица	7700	7702	46.8238669436	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446288	Аксаковская улица	7702	11393	52.9999053099	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446289	Аксаковская улица	11393	17648	123.920367858	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446290	Аксаковская улица	17648	17724	52.591810756	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446291	Аксаковская улица	17724	17728	74.9279253091	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446292	Аксаковская улица	17728	40538	92.8225810177	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446293		22127	22131	196.186046786	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446294		65243	65233	30.4525573862	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446295		22131	22137	149.52672113	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446296		22137	22208	17.6115842864	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446297		65613	136639	7.82407563562	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446298		136639	136658	51.836789694	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446299		136658	136661	18.070483784	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446300		136661	65615	6.48650348853	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446301		65615	52445	192.21470404	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446302		22124	21355	231.295847032	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446303		22105	22107	49.4698189551	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446304		22107	31626	83.8850051308	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446305		31626	22109	82.0034294507	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446306		22109	22110	25.076754073	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446307		22110	31627	81.0858746959	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446308		31627	22117	101.218910661	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446309		22117	22124	131.691659762	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446310		4672	15048	141.378911174	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446311		16787	16821	45.8478526452	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446312		111468	16821	1.79477725505	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446313		16821	16822	21.0660525684	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446314		16822	16828	31.4783315526	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446315		16828	16833	164.369835488	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446316		16833	16834	37.8904611604	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446317		16834	111440	23.9502750782	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446318		111440	16822	186.172075399	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446319		15061	15062	8.55796902107	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446320		15062	33577	98.6636585878	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446321		33577	15068	16.9496928383	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446322		15068	15070	36.2125033404	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446323		15070	15071	9.45923115148	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446324		15071	15072	6.4158323064	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446325		15072	15076	62.6167215758	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446326		15076	15077	9.19383291621	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446327		16828	16853	64.7112468496	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446328		16833	16857	28.7841945867	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446329		16857	2366	24.906952791	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446330		33971	55065	46.760275364	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446331		23587	23588	7.9332630913	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446332	улица Трудовых Резервов	23588	65803	17.0646142342	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446333	Корабельная набережная	2287	23196	100.105845209	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446334	Корабельная набережная	23196	2253	149.559443221	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
446335	Фонтанная улица	1201	136594	246.244133167	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446336	Фонтанная улица	136594	1009	12.5886259304	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446337		33973	63477	57.3648319396	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446338		63477	35692	4.51250628285	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446339		86377	86363	171.83750244	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446340		86363	86350	114.846752293	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446341		71166	86377	115.699408295	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446342		86377	86370	231.01827242	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446343		86363	86348	76.4143650441	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446344		86348	86341	64.6007574407	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446345		86341	86338	103.668124067	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446346		86338	71164	30.6800624444	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446347		86365	86370	53.8073045028	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446348		86370	86379	20.9471042895	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
