LINK	STREET	ANODE	BNODE	LENGTH	type	lanes_ab	speed_ab	cap_ab	lanes_ba	speed_ba	cap_ba	use
446349		86379	86382	46.0846184625	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446350		86382	86390	167.031066336	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446351		86390	86394	116.391928007	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446352		86364	86348	122.800141343	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446353		86353	86355	72.4288930796	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446354		86359	86341	158.473016344	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446355		71165	86353	99.5558502251	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446356		86353	86338	200.249720179	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446357		88444	88447	36.8103293623	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446358		88442	37319	25.6904794198	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446359		88436	88439	120.408522265	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446360		88437	88440	121.748902496	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446361		35693	35694	7.9051559371	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446362		23620	23618	3.11879706708	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446363		23618	23621	17.0063500094	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446364		23621	74999	78.1743038945	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446365		24084	74905	195.004410186	RAMP	1	37.2902423866	500	0	0.0	0	ANY
446366		74905	71598	178.828432421	RAMP	1	37.2902423866	500	0	0.0	0	ANY
446367		71567	71334	79.1180028336	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446368	Клинская улица	70871	70922	348.123094242	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446369		35694	63501	7.87335434682	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446370		63501	35696	31.2158706262	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446371		144749	144746	39.6252241565	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446372		70920	71615	151.671789788	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446373		63648	63847	124.947480142	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446374		71527	71579	52.2528430402	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446375		35697	55085	51.3984567167	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446376		55085	55087	13.3387057983	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446377		55087	35699	5.08239137159	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446378		35699	35692	38.0279621915	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446379		124832	124831	6.08042728673	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446380		124831	124833	12.9206595249	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446381		103251	124836	264.900782861	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446382		124832	124827	34.0119544958	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446383		124827	125500	54.1672256154	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446384		125500	124824	17.4554261032	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446385		124848	124836	174.336754655	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446386		124836	124832	19.9012254255	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446387		17728	17732	35.5622060483	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446388		7702	149862	18.0850909303	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446389		149862	7704	22.9785305187	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446390		7704	149854	134.113986514	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446391		96298	88563	57.6143830027	RAMP	1	37.2902423866	500	0	0.0	0	ANY
446392		89238	2884	52.2244069215	RAMP	1	37.2902423866	500	0	0.0	0	ANY
446393		116270	116343	60.7306746398	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446394		64566	6058	288.416332107	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446395	проспект 100 лет Владивостоку	3466	84838	550.884529728	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
446396	проспект 100 лет Владивостоку	84838	5986	164.905911155	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
446397	улица Карбышева	7096	51335	71.4919030212	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446398	улица Постышева	4197	4198	51.0784605437	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446399	улица Постышева	4198	4200	174.017137929	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446400	улица Постышева	4200	4202	120.51502382	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446401	улица Постышева	4202	4206	218.480199366	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446402	улица Постышева	58918	3524	757.902061683	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446403	улица Постышева	3524	4197	58.3841543311	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446404	улица Фирсова	3530	3529	49.1578734556	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446405		139834	139835	15.6264793764	LOCAL	1	37.2902423866	500	0	0.0	0	ANY
446406		139832	7284	23.1011267991	LOCAL	1	37.2902423866	500	0	0.0	0	ANY
446407		15094	15126	103.632467905	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446408		120971	23083	28.3461096185	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446409		23083	1479	24.323414738	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446410		1479	23081	14.8625646411	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446411		23081	23257	25.4511345593	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446412	Светланская улица	132970	86847	42.7909157495	MAJOR	2	37.2902423866	500	0	37.2902423866	500	ANY
446413	улица Лазо	132971	56179	26.0008086969	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
446414	улица Лазо	56179	86847	4.53148718822	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
446415		23280	2458	122.301373348	RAMP	1	37.2902423866	500	0	0.0	0	ANY
446416		1516	16858	21.0811423169	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446417		16860	121115	113.77200139	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446418		121115	121113	65.7590578736	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446419		121113	16867	94.4682019654	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446420		16867	16869	27.917002768	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446421		16869	16871	72.1355777009	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446422		16867	16880	5.05969361526	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446423	Алеутская улица	89180	67598	7.54895763633	LOCAL	2	37.2902423866	500	0	37.2902423866	500	ANY
446424	Алеутская улица	67598	3419	2.67211070276	LOCAL	2	37.2902423866	500	0	37.2902423866	500	ANY
446425	Алеутская улица	3419	86050	9.78563611391	LOCAL	2	37.2902423866	500	0	37.2902423866	500	ANY
446426		89172	89173	5.88101721144	LOCAL	1	37.2902423866	500	0	0.0	0	ANY
446427		89179	89180	15.7950974418	LOCAL	1	37.2902423866	500	0	0.0	0	ANY
446428		89178	89179	8.95595876852	LOCAL	1	37.2902423866	500	0	0.0	0	ANY
446429		89173	89178	45.0774524244	LOCAL	1	37.2902423866	500	0	0.0	0	ANY
446430		76476	102784	4.85132784527	MINOR	1	37.2902423866	500	1	37.2902423866	500	ANY
446431		102784	76478	27.5263382684	MINOR	1	37.2902423866	500	1	37.2902423866	500	ANY
446432		76478	829	17.0273622021	MINOR	1	37.2902423866	500	1	37.2902423866	500	ANY
446433		829	102779	5.14490372297	MINOR	1	37.2902423866	500	1	37.2902423866	500	ANY
446434	улица Добровольского	47868	141628	9.50277763675	LOCAL	1	37.2902423866	500	0	0.0	0	ANY
446435	улица Добровольского	141628	141632	9.5262796396	LOCAL	1	37.2902423866	500	0	0.0	0	ANY
446436		143605	143609	2.97870996342	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446437		143609	143610	1.76427444902	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446438		143610	143613	12.8470363627	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446439		16882	16884	22.9287407993	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446440		16871	16889	25.2941456195	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446441		93039	111587	73.3099700091	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446442		111587	111583	47.6483938307	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446443		111587	111607	121.711435589	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446444	Сопочная улица	75790	130945	104.314429637	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446445	Сопочная улица	130945	111940	6.18680252968	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446446	Сопочная улица	111940	111943	13.2921793933	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446447		111607	111597	36.4940918426	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446448		111608	130651	44.1093444161	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446449		130651	94969	798.738385546	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446450		94969	95003	444.441515063	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
446451		13407	31526	55.4414476646	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446452		13407	50036	48.5503845307	OTHER	1	37.2902423866	500	0	0.0	0	ANY
446453		31526	50036	36.5417735336	RAMP	1	37.2902423866	500	0	0.0	0	ANY
446454		50036	937	48.5832465599	RAMP	1	37.2902423866	500	0	0.0	0	ANY
446455		104911	124854	1466.43962336	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446456	улица Кирова	76889	6414	64.8281430259	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446457	Шаморовская трасса	112138	83552	201.620434916	MAJOR	1	55.9353635799	500	1	55.9353635799	500	ANY
446458	Шаморовская трасса	83552	83879	49.680265594	MAJOR	1	55.9353635799	500	1	55.9353635799	500	ANY
446459	Шаморовская трасса	83879	83872	411.734912296	MAJOR	1	55.9353635799	500	1	55.9353635799	500	ANY
446460	Шаморовская трасса	83872	93835	1215.49222573	MAJOR	1	55.9353635799	500	1	55.9353635799	500	ANY
446461	Шаморовская трасса	93835	106464	1238.20324624	MAJOR	1	55.9353635799	500	1	55.9353635799	500	ANY
446462	Шаморовская трасса	106464	1922	193.269666557	MAJOR	1	55.9353635799	500	1	55.9353635799	500	ANY
446463	Шаморовская трасса	1922	1934	1008.78975548	MAJOR	1	55.9353635799	500	1	55.9353635799	500	ANY
446464	Шаморовская трасса	1934	129554	1042.16857908	MAJOR	1	55.9353635799	500	1	55.9353635799	500	ANY
446465	Шаморовская трасса	129554	48884	1287.99127464	MAJOR	1	55.9353635799	500	1	55.9353635799	500	ANY
446466		23792	23794	99.251766276	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446467		23794	23797	87.344017368	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446468	Сокольничий переулок	82770	140059	52.9989614558	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446469	Академический переулок	3853	140341	49.2285420834	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446470	Академический переулок	140341	140060	21.4293514215	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446471		140059	140061	22.0622036457	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446472		140061	140336	9.85678984129	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446473		140336	140060	15.9484007909	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446474		140061	140321	18.1600375518	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446475		140321	140063	40.4372998643	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446476		16871	16890	20.4323054597	LOCAL	1	37.2902423866	500	0	0.0	0	ANY
446477		16890	121212	21.7434028168	LOCAL	1	37.2902423866	500	0	0.0	0	ANY
446478		121212	16893	55.224620373	LOCAL	1	37.2902423866	500	0	0.0	0	ANY
446479		16893	121108	63.9329752773	LOCAL	1	37.2902423866	500	0	0.0	0	ANY
446480	Владикавказская улица	31850	33745	51.7588408768	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
446481	Владикавказская улица	33745	33103	27.6517693933	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
446482	Владикавказская улица	33103	23676	7.4297082919	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
446483	Владикавказская улица	23676	33746	40.745203759	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
446484	Владикавказская улица	33746	31739	46.2704344221	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
446485	Владикавказская улица	31739	126614	6.27058482686	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
446486	Владикавказская улица	126614	23663	8.24283624289	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
446487		133332	133324	160.071881122	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446488		144212	133332	236.481281048	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446489		133332	9344	392.296081713	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446490	Краснодонская улица	6464	50153	98.6125223121	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446491	Краснодонская улица	50153	50143	266.772408537	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446492		34924	34923	82.8979275168	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446493		34923	34928	8.04956749039	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446494	Высокая улица	55602	74290	100.006704123	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446495	Высокая улица	74290	84903	210.942819104	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446496		74290	74249	218.968746195	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446497		74249	74220	87.0592742246	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446498		55601	74185	195.317107893	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446499		74185	74175	61.9216046804	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446500		74175	74173	74.0992145599	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446501	улица Карпинского	74157	74257	298.077163691	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446502		74253	74257	10.0794239004	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446503		74210	74218	23.352856022	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446504		74218	74174	320.212161601	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446505		74185	74187	32.7949765509	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446506		74282	74268	25.9240692514	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446507		74135	74138	11.8561683673	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446508		74221	74218	35.3004298338	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446509		74138	74157	30.1207550851	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446510	Станичная улица	74271	55603	97.7673443969	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446511	Станичная улица	55603	84903	282.154728689	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446512	Станичная улица	84903	1037	79.5812386972	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446513		74195	74175	95.4472198565	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446514		74249	74218	172.025857182	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446515	улица Кирова	3408	114829	13.0915463732	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446516	улица Кирова	114829	14739	35.3116669584	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446517	улица Кирова	14739	100445	57.9331006278	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446518	улица Кирова	100445	6015	177.025278885	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446519	улица Кирова	6015	781	62.3596081251	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446520	улица Кирова	781	100459	51.8020629439	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446521	улица Кирова	100459	783	82.7669338521	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446522	улица Кирова	783	56778	112.560165706	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446523	улица Кирова	56778	14718	9.82563879496	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446524	улица Кирова	14718	114794	36.9855496928	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446525	улица Кирова	114794	114191	18.9905150997	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446526	улица Кирова	114191	114205	32.2934303961	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446527	улица Кирова	114205	785	22.9108110123	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446528		92550	77267	41.6110952484	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446529	улица Марченко	90026	90027	243.177027846	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446530	Некрасовская улица	98652	2460	121.01516992	RAMP	1	37.2902423866	500	0	0.0	0	ANY
446531	Некрасовская улица	98643	925	42.5856540617	MAJOR	4	37.2902423866	500	0	0.0	0	ANY
446532	улица Чкалова	3507	37548	179.846300804	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446533	улица Чкалова	37548	37610	33.0149192196	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446534	улица Чкалова	37610	37584	133.139920493	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446535	улица Чкалова	37584	37754	99.6680260329	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446536	улица Чкалова	37754	6041	151.058174942	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446537	улица Чкалова	6041	125414	179.494873068	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446538	улица Чкалова	125414	6053	220.445618908	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446539	улица Чкалова	6053	6058	124.902951614	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446540	улица Чкалова	6058	6059	23.05340146	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446541		98627	98654	192.669571206	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446542		98640	925	83.2882571344	RAMP	1	37.2902423866	500	0	0.0	0	ANY
446543		19139	103506	6.35625352786	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446544		103506	925	32.2682464029	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446545		98626	98627	20.9702106516	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446546		98627	98631	45.2234672806	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
446547		41641	71390	307.561047316	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446548		71390	71371	80.4908859814	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446549		71371	25219	21.2911027607	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
446550	Лазурная улица	85805	1849	118.348736588	MAJOR	1	37.2902423866	500	0	37.2902423866	500	ANY
