['./prepVladGraph2012.py', 'links.txt']
89023 8575 111.551165
143849 143848 14.943784
143848 143844 24.871448
121520 121528 272.173391
121528 121529 4.960446
4881 4871 42.186036
4871 8610 26.538618
8610 8611 40.399607
143580 142251 13.016642
91593 9170 51.775436
95439 95416 151.658325
95415 95411 118.552914
103511 95411 158.263927
95411 93805 91.165075
93320 95447 344.218676
143585 143586 4.422510
143586 143587 9.979782
143587 143588 6.007389
142225 143591 16.517253
118731 118725 17.282367
118723 118726 69.314093
118730 142712 37.415299
142712 118722 5.553069
72408 72407 1.453308
17349 118739 17.116440
118739 142713 59.665515
142713 118724 5.277376
80551 123248 11.769802
17350 118745 4.904799
118745 118746 32.922938
118922 118923 13.353163
118923 118683 6.247128
118683 96835 8.606860
118736 118735 23.370191
118691 118930 56.375479
118755 118751 51.105969
118751 17355 3.273328
17357 17385 63.447787
118739 118736 11.550301
118736 118735 8.314975
118735 118731 16.579003
118731 118730 4.870705
118730 118736 22.142975
143593 143594 5.425303
35689 14108 11.101296
14108 35688 18.510326
123247 123248 18.925328
123247 82696 26.244583
122166 93377 47.215403
122169 24783 89.638450
4941 121723 6.735603
121723 12039 108.842604
12039 12043 104.091496
12043 12044 36.446006
12044 11835 36.953404
5025 89533 119.853557
34575 34577 71.798346
34577 34579 43.205924
95933 43438 102.645456
43438 2456 577.237538
2456 142902 461.491184
142902 100510 31.697179
100510 11268 28.347035
145265 1615 202.863444
3722 12075 160.704610
3731 12078 31.210592
12079 12078 113.874844
12078 12076 115.497669
12076 22840 100.869612
22840 112242 129.648676
112242 112244 4.398401
149484 149485 12.632784
88906 70622 9.477092
70622 120889 6.429627
88874 88878 6.678189
88878 88879 5.555255
88896 121177 5.000078
121177 88906 25.582590
134606 134609 80.451940
134610 134619 22.041219
134619 134618 225.609382
134618 134619 16.395402
134618 134621 45.056158
56327 56360 12.759587
88896 88879 91.639518
88879 88873 7.673147
88873 67718 118.590178
56345 143445 5.696079
143445 56360 60.070113
56370 143427 4.217799
143427 121820 36.938919
121820 56346 68.694000
56346 56369 21.064476
56369 56362 25.906175
89536 89534 42.137080
56371 56353 29.079915
56353 56369 68.844434
56369 56327 117.825519
3924 88057 9.401887
88057 56327 50.038194
69327 69328 20.877705
37153 37156 56.814682
37117 37163 15.954735
123908 123572 205.873645
123572 55573 138.453500
55573 6634 309.125365
96993 97007 150.125370
32024 32044 370.073163
32044 109118 1277.315915
109118 108956 109.046354
97049 97021 106.671452
96879 96843 430.635291
96843 96839 21.674301
96838 96848 57.037161
96848 96851 12.098542
96851 96918 337.110103
96918 97232 86.068021
97232 96927 50.448587
96927 96933 20.257187
32025 97215 192.958135
97215 109173 133.705400
109173 96879 417.273161
96879 96871 41.177885
96927 96962 382.679324
96962 96993 435.108334
96993 97003 11.390620
89833 89839 51.796277
89818 89833 289.850276
89833 89845 120.705026
89845 89849 66.864582
89849 71326 372.678928
122152 1101 39.567230
1101 87005 33.946022
87005 10072 190.839263
144004 143999 17.945370
108041 108042 13.965044
51551 51554 84.219930
142130 142135 15.786012
144058 144075 63.397561
108455 108456 9.310710
134633 134637 80.988886
12085 90033 84.198732
90033 12093 47.513573
12093 12097 39.152167
12098 12097 77.746022
12097 56932 65.768474
56932 12106 134.047700
12106 11883 125.253076
142191 142193 24.962102
142193 142192 13.123611
142143 142193 3.607231
142143 142194 3.830888
142192 142196 18.861624
142196 142199 37.627254
142199 142218 28.361323
142218 142223 6.686182
142223 142226 121.185326
142226 142203 7.442177
34823 142217 43.522281
142217 142221 8.449482
142218 142373 8.368670
142199 142376 11.752012
142217 142222 21.227310
142222 142223 2.032135
142224 142225 23.275564
142225 142233 24.179626
142233 142231 29.743040
142231 34878 18.972258
142226 142230 6.165357
142230 142232 20.790580
142232 142234 29.871572
142234 143591 26.983479
143591 142229 6.193188
34878 142230 14.717014
142231 142232 6.244596
142233 142234 6.312604
142246 142247 9.089714
142247 142250 47.359787
142142 143590 2.987389
143590 142251 28.135238
142251 142252 11.118537
142252 34821 3.814886
72465 72467 2.630915
72487 72496 8.413448
72463 72462 1.507278
72467 72469 2.219220
72497 72496 3.568676
72458 72459 7.208382
72469 72466 4.219149
72466 72463 6.076321
72469 72487 20.242534
67646 72501 6.291850
72501 72497 67.282111
72497 17826 125.909016
72475 72465 69.944262
72465 72459 65.035351
113768 113757 101.924509
113757 113753 347.738649
113757 113772 73.193666
113811 113778 201.816896
37193 37195 24.438433
37195 37197 10.522074
37195 37196 18.854575
37197 37201 22.470211
63394 136559 10.932192
5496 143690 25.194814
143690 8440 437.195464
8440 8450 269.758468
123619 123910 9.034193
123910 123908 9.148761
123908 55573 378.103845
9144 2757 80.223223
2757 1124 6.206239
1124 135473 124.797281
16991 9144 20.487731
16991 16992 10.015659
134174 134173 17.458023
134173 16748 221.543864
16748 16707 12.592793
16707 134164 122.508562
134164 134154 255.640503
134154 134153 12.728412
134153 134181 208.848268
134156 134160 21.318924
134164 90244 7.991600
16994 116373 45.291758
116373 16997 5.459582
134152 134154 12.062361
134154 134162 60.936844
16994 14347 37.299762
14347 16999 11.216926
945 3437 22.005217
3437 3439 118.263766
3439 3441 63.248504
3441 52203 96.578430
52203 3445 9.299852
3445 52216 6.755151
52216 10650 139.822781
10650 3451 123.421347
3451 4884 474.381165
81597 81598 43.550739
81598 81601 122.833073
81601 81607 318.923592
81607 81611 69.025776
81611 81622 413.872688
26213 26215 110.181842
26215 26218 198.853098
26218 26220 96.502733
26221 26222 65.806691
26222 26227 276.617528
26227 102266 115.518367
102266 26215 98.257353
26222 26230 34.659601
26230 26231 107.467999
26227 26232 147.897793
37204 37205 14.511712
2169 2191 1638.747410
2133 21459 29.279903
21459 2134 90.941659
2134 21457 75.507636
21457 2140 130.751879
2140 2143 176.950146
2143 21458 65.746921
21458 56092 278.553546
56092 2148 78.501530
99156 99181 199.826664
99181 99164 49.347253
99008 99046 460.218144
99088 99082 61.311302
99055 99057 6.293175
99057 99082 381.518828
99057 99047 71.010091
14203 14204 4.712683
137814 14205 14.493678
137811 14204 16.150387
14204 137200 7.331576
137812 137811 5.185065
137811 137801 40.252123
14205 14210 69.121569
148715 148729 301.290657
34153 34159 4.573754
34159 34160 17.976258
90875 142924 3.347404
142924 34161 10.581404
34161 34164 42.875022
53003 52991 183.922181
52991 52969 4.614999
52969 8214 92.925814
8214 53043 70.164123
52969 52991 131.467549
103612 145424 488.902274
145424 108909 323.216945
113155 145428 70.714679
34196 34197 14.315543
137934 137926 32.502008
137926 137927 3.839054
137927 137932 15.898519
137932 137917 59.183719
137917 137975 18.953520
137975 137972 53.613638
137925 137934 16.213181
137925 137919 24.835815
137945 137944 3.365175
34197 34198 5.123800
137926 137921 11.651358
137938 137935 16.982264
137917 4715 18.294076
137927 137920 13.934382
137941 137938 9.698813
137942 137934 78.780551
85962 93911 50.387898
93911 85970 500.561140
137944 137941 13.447060
137941 137925 103.159583
138066 138073 285.737610
156888 60300 74.155033
60300 60277 353.277725
60277 60272 39.176783
926 50162 51.620921
148730 148735 55.787854
148735 148740 93.984344
148740 148796 127.784846
148796 148760 77.399592
4676 4675 11.351420
4675 15061 91.984538
15061 4672 21.313802
4672 4671 40.905070
4671 86028 36.162949
37019 95924 82.841261
6061 95924 23.930215
95924 37024 61.427677
95905 95923 89.141025
95907 95905 24.371208
95905 95901 49.841251
122381 122367 229.138119
122391 122387 59.642705
122387 20063 125.782108
88375 122427 30.172597
20048 122419 26.142296
122419 122387 166.408886
122387 122381 164.041853
122381 122391 66.257815
122391 122414 124.822402
122414 122426 61.978115
122414 122419 51.323550
122445 88386 34.100961
122427 122428 9.033857
122428 122426 88.001925
122426 20048 49.104883
20048 20051 68.275345
20051 20058 80.254660
20058 20063 42.944039
20063 20065 19.330100
122410 122402 59.312052
88381 122428 51.032333
88375 122401 138.614819
88380 122445 69.763655
122445 122446 58.939354
76889 37627 154.038164
37627 76895 60.384552
76895 7010 215.501187
20051 122410 104.820832
122410 20058 29.786791
148735 148859 23.413069
148859 148775 221.941463
61751 61733 31.342005
23002 23003 253.801923
61731 61742 25.388784
61752 61751 27.170402
61751 61745 30.520534
61742 61752 11.172247
61752 61757 33.332600
61748 61726 99.536124
61446 61757 6.834618
61757 61731 78.667356
105635 105627 177.403579
4677 4683 103.965491
4676 4684 16.309846
4684 12704 19.574897
12704 68577 64.602116
68577 33617 79.833771
33617 15126 62.029960
15126 44670 91.656797
44670 4677 4.760461
3791 64463 379.233352
64463 5267 66.114154
5267 5261 192.343244
102898 110270 705.929200
110378 110155 1.237397
110155 103044 87.980109
5261 5266 242.958655
3586 3587 124.110538
3587 14490 116.765009
14490 34514 3.311104
34514 14495 3.343653
3586 34556 37.058026
937 4044 215.808037
4044 64828 147.877748
64828 936 352.664159
4370 54345 22.929639
54345 108861 159.614732
108861 4379 144.097542
4379 109317 233.733882
109317 108808 45.612125
96044 52182 163.544492
148740 148780 50.478885
94469 116146 12.885470
116146 94470 2.835707
772 84551 76.118122
84551 5987 50.516911
936 3476 37.209758
3476 1034 62.965331
31723 112435 14.262124
112435 112438 41.227798
112438 143539 7.944344
1034 64216 345.460729
50306 50330 201.134523
4671 15035 9.336292
15035 4698 103.334463
4698 33573 29.775315
33573 137871 13.416573
137871 4702 30.327614
4702 15523 58.282127
15523 33537 8.393599
33537 33527 12.073327
33527 4704 101.089200
4086 90386 56.931987
90386 73674 574.910146
73674 4072 55.458518
22553 22555 39.165371
22555 22533 72.780079
22533 22563 194.921625
22563 22555 88.184916
22533 22563 24.447827
86263 86225 384.514057
86225 86221 99.876028
86221 86236 96.273711
86254 86236 70.577341
86236 86209 79.531433
86209 86201 358.738336
86186 86197 204.599148
86326 86324 212.018639
86324 86313 159.137622
86313 86291 299.231346
86197 1674 113.130269
86281 86253 1710.895275
86253 86254 106.793418
86254 86257 88.097388
86257 86263 427.910403
86263 86256 135.605405
1676 86253 318.513187
86201 1685 318.625178
86289 86295 84.166749
86209 86221 73.589951
86257 86225 126.559377
1671 86197 338.634554
86281 105985 153.403548
105985 86285 87.885017
86285 86295 224.821058
86295 86324 488.619501
60990 60992 227.522169
91413 91431 268.929165
91431 6638 134.544192
6638 91412 340.093618
121083 57474 10.892213
57474 118550 29.187118
118550 57472 5.870336
57472 57476 35.316372
148797 148800 82.818264
14268 140581 12.396849
140581 140531 1.499366
140532 140579 11.444200
140579 140529 1.216253
140535 140534 10.516739
140534 140495 25.968691
8721 102830 269.651752
140533 140530 91.993173
24029 24030 34.332968
24030 24032 87.224241
123340 123341 9.225986
105645 123340 53.243798
4704 4705 28.266094
4705 33403 169.077348
33403 43799 231.716383
9173 88063 175.598438
88063 88060 91.355358
88068 88063 85.239837
37366 37369 37.401272
34563 34568 87.690355
34568 34575 219.342564
34577 34587 161.789551
34587 34575 77.915528
34587 34588 12.942647
36539 89268 16.831980
31458 123780 320.401188
89432 85974 81.438161
31480 95779 91.519874
95779 95783 54.891759
92118 75564 108.886396
144193 60813 29.209812
60813 90357 131.822010
90357 144183 35.972688
94956 80478 176.568168
80478 83529 101.108339
83529 144181 24.754815
83536 5953 70.543336
5953 89443 133.457338
5952 89432 144.009373
89432 71527 104.501990
71527 36334 82.767385
4047 4067 1015.645409
4067 4068 18.406182
4068 101436 126.980577
101436 84327 180.622681
84327 84546 108.533035
84546 4071 10.384477
4071 84342 14.914508
84342 101491 43.978668
101491 4033 3.363881
4044 149603 57.144657
149603 4035 121.915622
35494 107068 10.124608
68933 23826 30.699932
23957 40140 39.493253
40140 40145 154.230448
1222 42316 88.014100
42316 44699 5.565278
44699 40152 222.186990
4811 4817 575.406749
4817 66609 433.994868
66609 4822 45.816989
58345 58343 26.073856
12263 22209 244.652508
86904 13883 76.039560
13883 12281 3.932876
121841 121838 24.270350
121838 121831 23.229620
121850 142152 7.712139
142152 142916 2.939073
142916 121834 60.379128
69008 69004 35.724895
12354 12357 73.694758
89872 89873 94.573889
89873 89874 129.803944
89869 89868 502.948769
89868 89872 301.839004
89872 92555 71.779099
92555 92560 163.956085
84603 89868 402.696982
1493 60344 42.164945
23279 23280 36.052501
23280 772 761.762630
60332 60334 13.068274
60334 60330 65.621278
60335 60332 40.933385
60355 60354 97.507593
60417 60414 73.596758
60414 60415 6.485431
60415 60355 210.629989
60344 140319 37.099759
140319 60335 164.043352
65696 9044 101.726725
9044 4040 128.895442
4040 64870 48.715088
64870 4039 5.625793
4039 4035 106.945123
4035 4034 81.105032
4034 101530 124.875982
101530 4033 40.905167
88469 88468 28.690339
88465 88464 31.146852
88463 88462 53.280032
1020 23281 809.637634
65774 68947 18.302418
68947 68957 20.177030
68957 68962 12.322955
88455 88454 31.509771
88467 88466 51.311753
6586 55890 127.249075
55890 6590 235.294101
7945 68675 53.665252
938 3466 51.020273
1035 3475 64.311685
3475 938 34.592227
68719 68627 39.748714
68627 68713 24.675027
68713 68718 153.361417
2935 22941 47.374770
68701 68734 17.627171
68734 68734 181.803258
855 2938 35.370488
91457 68681 157.646000
68681 91451 15.687296
68627 68751 114.260405
68770 68717 210.044541
68713 68717 331.297566
68717 8708 31.350941
68613 4475 424.134296
68735 68761 72.767951
115793 115791 73.536438
115791 62862 174.839214
10364 92979 492.287582
92979 93040 186.215347
93046 92975 415.684590
92975 92979 246.837881
92979 92965 232.606888
92965 92956 131.551636
93056 93039 92.953872
93039 93040 59.269451
93040 93046 6.476325
93046 93057 67.185283
3479 52206 493.710832
52206 64217 23.132228
3480 3479 51.312327
11428 148841 49.510507
157144 157152 41.828479
3477 3478 50.635945
3478 4229 12.127415
4229 3458 86.896296
56166 134651 62.581211
134651 134641 80.067102
134641 134640 60.629231
134641 134650 96.950613
134669 134670 68.948652
148842 148852 89.840234
35204 35226 49.335145
35226 35231 27.174853
35231 35238 16.039714
35238 86071 41.385993
35207 35204 78.985963
35209 35209 82.323250
16699 16746 45.271519
5543 133318 310.142461
133318 133317 53.797337
133317 132620 7.869425
4736 4739 101.136755
16699 1160 41.826998
66226 66230 42.630862
1160 1161 11.824731
1161 1162 12.983039
56994 56993 12.428584
67655 134645 129.062037
1162 1163 33.722263
1163 120115 16.595767
120115 3414 7.123566
3414 16703 7.391699
16703 16699 7.101887
13404 1177 226.687833
60330 121214 166.645081
121214 60399 156.470272
60399 60403 6.794573
60403 60407 17.479277
60407 20024 73.067650
60391 16336 9.643914
16336 60390 10.876863
60390 121492 50.183894
121492 121144 31.352854
121144 60383 38.076148
60383 60378 24.159984
60378 60371 90.058347
60371 60368 50.739890
60368 19370 40.074855
19370 60360 176.206770
60360 60359 12.291248
60359 60356 104.588318
60356 139870 4.831962
139870 139870 572.534017
60399 60398 12.044946
60397 60398 8.346034
3481 11276 534.514513
60378 60381 9.578252
60381 60382 8.317677
20024 14011 75.681480
14011 60419 20.483496
60419 60354 97.467005
16704 16705 9.989762
838 14263 6.837866
14263 4744 391.157724
4744 52514 104.936682
52514 139346 21.484887
139346 66685 77.066176
66685 4736 368.342387
4715 56940 258.054808
35207 3719 75.357643
3719 12852 9.593737
12852 11090 13.191263
11090 889 259.339037
11816 12427 157.048306
11062 12429 7.377739
12429 11782 13.924566
3962 34589 36.704725
34591 34568 131.532887
52191 34265 41.075968
34265 34563 299.723437
34563 34565 94.286441
34565 52182 67.195744
106529 106511 172.908503
106610 106535 636.534368
106535 106533 16.524927
3482 123244 74.561492
123244 123246 37.884570
123246 2452 21.784207
2452 69119 601.678144
69119 69128 46.032643
69128 69138 29.948747
69138 69143 13.048301
69143 69159 87.001656
69159 95907 255.307655
95907 37575 17.072688
106464 119398 1509.002303
119398 106426 47.644803
106426 1922 872.439510
138637 138636 173.463971
95383 116691 173.106681
116691 116693 37.699618
10009 104234 6.914603
104234 10018 227.996166
10018 16277 139.083595
16277 10024 52.990522
10024 16236 51.063663
36658 36730 179.768076
3405 3484 35.046319
3484 3494 60.536113
90874 135472 7.773522
135455 135454 13.635986
135455 135457 30.017061
135470 135472 4.610635
135474 135473 9.571883
135452 80550 47.751244
135471 135470 16.578396
135458 135457 5.990733
82105 135454 31.961673
82105 135448 28.883245
135459 135452 22.053711
135452 135448 6.956452
135448 135461 46.978478
135459 80550 43.169666
